X,Y,Name,descriptio,State,Address,Notes,Website,Urban_Area,ID,Distance_T,Miles_of_G
-74.1364747,41.7776369,Mohonk Mountain,"State: New York<br>Address: 1000 Mountain Rest Rd New Paltz, NY<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",New York,"1000 Mountain Rest Rd New Paltz, NY",,,,,,
-74.4551101,42.2837935,Bearpen,"State: New York<br>Address: 1491 Co Rd 2 Prattsville, NY<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",New York,"1491 Co Rd 2 Prattsville, NY",,,,,,
-75.7016595,43.5060069,Osceola Ski and Sport,"State: New York<br>Address: 1573 Osceola Road Camden, NY<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",New York,"1573 Osceola Road Camden, NY",,,,,,
-111.1041092,44.6621493,Rendezvous,"State: Montana<br>Address: West Yellowstone, MT<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",Montana,"West Yellowstone, MT",,,,,,
-111.3245968,45.2769552,Lone Mountain,"State: Montana<br>Address: 750 Lone Mountain Ranch Rd Gallatin Gateway, MT<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",Montana,"750 Lone Mountain Ranch Rd Gallatin Gateway, MT",,,,,,
-110.887706,45.828366,Crosscut,"State: Montana<br>Address: 16621 Bridger Canyon Rd Bozeman, MT<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",Montana,"16621 Bridger Canyon Rd Bozeman, MT",,,,,,
-114.3352652,48.4106373,Whitefish,"State: Montana<br>Address: Whitefish, MT<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",Montana,"Whitefish, MT",,,,,,
-72.471313,42.610827,Northfield Mountain,"State: Massachusetts<br>Address:  99 Millers Falls Rd Northfield, MA<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",Massachusetts,"99 Millers Falls Rd Northfield, MA",,,,,,
-71.2679762,42.3316045,Weston,"State: Massachusetts<br>Address: 190 Park Road Weston, MA<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",Massachusetts,"190 Park Road Weston, MA",,,,,,
-73.1588148,42.4764367,Notchview,"State: Massachusetts<br>Address: 83 MA-9 Windsor, Massachusetts<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",Massachusetts,"83 MA-9 Windsor, Massachusetts",,,,,,
-72.9596669,42.1263221,Maple Corner,"State: Massachusetts<br>Address: 794 Beech Hill Rd Granville, MA<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",Massachusetts,"794 Beech Hill Rd Granville, MA",,,,,,
-71.3528633,42.5564104,Great Brook,"State: Massachusetts<br>Address: 1018 Lowell St Carlisle, MA<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:",Massachusetts,"1018 Lowell St Carlisle, MA",,,,,,
-93.2650108,44.977753,CIty Parks?,State: Minnesota<br>Address: Minneapolis<br>Notes: <br>Website: <br>Urban Area: <br>ID: <br>Distance/Time to nearest Urban Area: <br>Miles of Groomed Trail:,Minnesota,Minneapolis,,,,,,
